,203_C1_D15,204_C1_D15,207_C1_D15,208_C1_D15,209_C1_D15,303_C1_D15,304_C1_D15,305_C1_D15,302_C1_D15,401_C1_D15,402_C1_D15,403_C1_D15,101_C1_D15,102_C1_D15,103_C1_D15,104_C1_D15,108_C1_D15,112_C1_D15,117_C1_D15,118_C1_D15,123_C1_D15,124_C1_D15,128_C1_D15,129_C1_D15,130_C1_D15,131_C1_D15,133_C1_D15,134_C1_D15
BAG6,-0.01,0.35,0.48,-0.1,-0.46,-0.48,-0.1,0.35,-0.34,-0.28,0.07,-0.38,0.39,0.4,-0.34,0.03,-0.32,0.6,-0.68,-0.97,1.11,0.18,-0.17,-0.05,0.2,0.12,0.41,0.27
ACHE,0.18,-0.06,-0.28,-0.07,0.05,-0.21,-0.21,-0.27,-0.56,0.08,-0.38,-0.33,-0.47,0.15,-0.2,-0.24,-0.19,0.15,0,0.85,-0.22,-0.17,-0.23,0.08,-0.33,0.08,0.06,-0.38
LOC145694,-0.26,-0.36,-0.55,-0.19,0.85,-0.08,0.15,-0.01,0.76,0.52,0.02,-0.23,-0.42,-0.03,0.7,-0.11,0.68,-0.79,0.42,0.37,-0.53,0.22,0.32,0.7,-0.86,-0.07,0.38,0.52
ANGPT1,0.61,1.84,1.9,-0.58,0.71,-1.62,1.36,-0.38,0.91,2.21,0.64,-0.28,-0.99,1.5,1.78,0.54,-0.13,-1.62,-0.44,1.35,0.51,0,-0.14,0.35,-1.11,0,-0.85,0.94
BMP1,-0.32,0.23,0.34,-0.83,0.37,-1.42,0.9,-1.36,0,-0.54,-0.02,0.54,0.44,1.79,2.12,0.8,-0.56,-0.32,0,0,-0.23,0.65,0.36,0.38,0.11,0.58,0.97,0.8
LOC100507458,-0.59,-0.98,0.03,0.63,-0.25,0.44,0.22,0.2,0.32,-0.21,-0.61,0.22,0.17,-0.34,-0.39,-0.24,-0.43,-0.23,0.53,-0.17,-0.59,-0.22,-0.11,-0.13,0.49,-0.07,0.06,0.55
C17orf51,-0.39,0.06,0.03,-0.56,-0.46,0.48,0.48,-1.58,-1.2,-0.06,-0.54,0.41,-0.56,0.89,0.58,-0.1,-0.65,-0.66,1.1,0,0.57,0.6,0,0,-0.05,0.06,0.46,0.07
TSTD2,-0.02,0.32,0.23,0.38,-0.25,-0.72,0.01,0.24,-0.14,-0.04,-0.17,0.27,0.29,-0.34,-0.2,-0.01,0.26,0.18,-0.45,0.33,0,-0.17,-0.08,0.03,0.51,0,0.02,0.16
CNTNAP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100652886,0,-0.46,-0.73,0.04,2.75,0,-0.56,0.18,-0.24,-0.41,-0.43,0.43,-0.27,0.4,0.78,-0.46,0,-0.45,0.15,-0.29,1.15,0.11,0.26,0.07,0.07,0,1.44,0.27
SNF8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNMA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C6orf89,0.39,-0.29,0.84,-0.12,-0.05,-0.75,0.45,0.17,0.09,0.08,0.51,-0.16,-0.15,-0.05,-0.07,0.1,-0.12,0.05,-0.44,-0.76,0.08,0.37,-0.41,0.25,0.3,0.22,0.2,0.25
C6orf89,0.31,0.73,0.68,0.39,0.09,-0.29,0.41,-0.5,-0.02,-0.19,0.54,0.04,0.02,0.34,-0.07,0.36,0.55,0.63,-0.24,-1.38,-0.57,0.27,-0.18,0.32,0.34,0.03,0.48,0.06
KCNJ4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100507096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L3MBTL2,0.3,0.2,0.44,-0.82,-0.34,-0.27,-0.26,-0.39,-0.13,-0.51,0.03,-0.41,-0.3,0.53,-0.24,-0.45,-0.67,0,-0.47,-0.15,0.6,0.12,0.17,0.04,0.08,-0.12,0.17,0.07
GUSBP4,0.79,0,0.51,0.22,0.47,-0.44,0.4,0,0,-0.84,0.09,-0.14,0,0.61,-0.02,-0.6,0.67,-0.88,-1.7,-0.24,-0.31,-0.29,0.42,0.26,0.56,0.44,0.32,0.81
LOC153811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM13A-AS1,0.1,0.35,0.73,0.36,0.33,0,0,0.34,-0.27,0,0.38,-0.05,-0.05,0.79,0.27,0.4,0,0.19,-1.09,0,0.66,-0.31,-0.78,-0.42,0.26,0,-1.31,0
ABHD13,1.62,-0.03,-0.63,-0.13,0.38,-0.59,0.1,-0.99,0,0.4,-0.54,0,0.68,-0.11,0.09,0.62,0,0.07,-1.29,0,0.05,0.36,-0.13,-0.38,-0.09,0.19,-0.41,-0.32
CUL4A,0.65,0,0.7,0.06,-0.12,0.22,0.13,0.08,-0.04,0.3,0.47,0.18,0.73,-0.69,-0.25,0.27,0.05,0.29,-0.37,-0.76,-0.44,0.14,-0.61,0.3,0.25,-0.1,0.56,-0.14
NKX2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLH3,-0.12,-0.11,0.34,-0.29,-0.07,-0.75,0.23,-0.16,0.02,0.07,0.22,-0.23,0.3,-0.11,0.4,0.08,0.23,0.37,-0.26,0.45,-0.53,-0.26,-0.02,-0.33,0.23,0.05,-0.34,0.07
CKB,-0.36,-0.93,0.56,-0.82,0.46,-0.09,0.28,0,0.23,0.53,0,-0.26,0.01,0.56,0.77,0.53,0.65,-0.21,0.2,0.29,-0.14,0.4,-0.15,0.04,-0.84,-0.29,-0.27,-0.15
BMS1,0.43,-0.36,1.19,-0.5,0.43,-0.4,0.39,-0.78,-0.63,0,1.64,-0.49,0.24,0.77,0.86,0.1,-0.27,0.29,-0.59,0.65,0,-0.24,-0.3,-0.72,-0.13,0.79,-1.49,0.52
TMEM30B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA0664,-0.26,0.28,1.03,-0.28,-0.16,0.03,0.03,-0.65,-0.32,0.09,0.06,-0.01,-0.16,0.84,0.36,1.13,0.5,0.56,0.81,-0.92,-0.49,0,-0.01,0,0.46,-0.06,-0.04,-0.07
LOC100289396,0,0.36,0.09,-0.09,-0.04,0.86,-0.83,0.5,0,0.21,0,0.21,-0.23,-1.54,0.29,0.27,1.79,0.64,1.4,0,0.09,0,-0.12,-0.38,-0.17,0,0.22,-0.71
LOC100507380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100131067,-0.16,-1.04,-0.29,-0.53,-0.32,-0.24,-0.01,0.68,0,-0.35,0.92,0.08,0,0,0.34,-0.31,0.31,0.04,0,0,0.02,-0.27,0.58,0.04,-0.15,0.41,-0.34,0.1
CCDC47,0.49,0.74,-0.26,-0.43,0.04,1.17,-0.48,0.74,-0.11,0.52,0.55,-0.13,-0.53,-0.03,0.25,-0.1,1.52,0.7,0.24,1.13,0.22,-0.01,0.17,0,-0.46,-0.27,-0.23,-0.62
LOC100506844,0.25,-0.42,-0.65,0.53,-0.18,1.72,-0.13,-0.32,0.39,0.6,-0.17,0.33,-0.74,-0.92,-0.4,-0.88,0.24,0.57,1.4,0.72,-1.3,0,0.03,0.02,0.16,-0.02,-0.61,-0.07
MDH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBX5,0.21,-0.43,-0.09,-0.5,0.24,0.78,-0.26,-0.22,-0.73,0.29,0.25,-0.08,-0.6,0.01,0.72,0.32,0.51,-0.74,-0.06,0.11,0.02,0.66,-0.21,0.04,-0.46,0.21,-0.13,-0.17
LOC219731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GMEB1,-0.4,-0.12,0.02,-0.32,-0.1,-0.59,0.08,0,0.14,-0.34,-0.19,0.09,-0.23,0.12,0.15,-0.41,-0.26,-0.26,0.17,-0.64,0.21,0.13,0.06,0.15,0.2,-0.17,0.14,-0.17
RASA4P,0,0.28,0.11,-0.94,0.42,-0.29,0.64,-0.45,0,-0.34,0.03,0.12,-0.56,0.91,0.9,0.58,0.47,-0.07,-0.47,0,-0.54,-0.2,-0.45,0.29,-0.34,0.47,-0.01,0.49
DYRK1A,0.27,-0.4,-0.17,-0.6,0.41,-0.34,-0.05,0.32,-0.11,0.43,0.24,-0.35,-0.14,0.21,0.15,-0.02,0.53,-0.14,0.15,-0.07,0.1,0.26,-0.24,0.18,-0.85,-0.06,-0.07,-0.36
LOC100506029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMS1,-0.5,0.57,-0.64,-0.28,0.7,0.4,0.17,-0.77,0.56,0.18,-0.54,0.46,-0.2,-0.1,0.45,-0.44,0.22,-0.46,0.21,0.46,0.29,0.12,0.36,0,-0.24,-0.1,-0.04,-0.53
CERK,-0.27,0.05,0.72,0.24,-0.03,-0.95,0.4,-0.69,0.68,-0.29,0.51,-0.02,-0.4,0.49,0.79,0.36,0,1.29,0.74,-0.81,0.07,0.15,0.32,0.27,0.04,0.07,0.62,0.22
FAM120C,-0.39,-0.2,-0.49,-0.14,0.27,0.43,-0.34,-0.25,-0.39,-0.13,0.12,-0.52,-0.16,-0.01,0.41,0,0.86,0.4,0.5,0.72,-0.4,-0.55,0.14,0.17,-0.6,-0.13,0.02,-0.57
DLGAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2orf72,1.23,2.15,1.29,2.46,-1.26,-0.14,0,-1.33,-0.65,0,-1.31,-0.26,0.39,0,0,1.33,0.18,-1.58,2.08,0,-0.32,1.07,0.35,-1.47,0.63,-0.96,-0.93,0
FRG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100505746,-0.23,0,-0.14,0.24,0.72,-0.47,0.29,-0.28,0.69,-0.07,0.69,-0.41,-0.14,1.45,0.57,0.77,0.24,-0.38,-0.17,0,-0.2,-0.42,0.01,-0.1,-0.34,0,0.12,-0.23
C17orf97,-0.82,-0.83,0.11,1.09,-0.42,0.05,-0.82,-0.77,0.64,0.15,-0.85,0.84,1.4,-1.02,-1.7,-0.56,0.14,0.77,0.98,-1.78,-0.2,-0.36,-0.27,-0.45,1.21,-0.46,0.4,0.49
PLCH2,0.27,0,1.16,0.15,-0.95,0.47,0,1.41,-0.28,-0.07,-0.65,0.04,-1.23,0.01,-1.03,-0.04,-0.41,0,-0.34,-0.01,1.9,0.15,-0.17,-0.32,0.1,0.66,0.15,-0.68
GLT25D2,0,0.03,-0.01,-1.19,-0.49,0.03,1.15,0.14,0.55,0.54,3.91,0.34,0.08,-0.51,-0.07,-0.34,-0.71,-0.98,0.67,0,-0.76,0.39,-0.84,-0.63,0.07,1.45,-0.54,0.01
PSEN2,0.47,-0.08,-0.1,0.5,-0.22,0,-1.07,-0.39,-0.01,0.09,0.6,-0.72,0.76,-0.35,0.17,1.33,-0.07,-0.16,0.68,0.66,-0.78,-0.56,-0.01,0.19,-0.88,-0.01,0.08,-0.7
RHOU,0.71,0.98,-0.95,-0.94,-0.15,0.21,0.41,0.18,1.04,-0.49,-0.9,0.1,-0.28,-0.88,0.23,1.11,-1.9,-3.05,2,-0.5,1.12,0.01,-0.59,0.53,-0.33,0.47,-1.05,-0.01
CSDA,-0.95,-0.16,-0.31,-0.64,-0.44,-1.01,0.54,-1.23,0.21,0.3,-0.82,-0.01,-0.15,0.76,0.11,-0.6,-0.71,-0.33,0.26,-0.15,1.45,0.61,0.84,0.21,0.45,0.14,0.72,0.58
CAP1,-0.3,0.61,0.41,1.09,0.51,-0.21,-0.11,-0.19,0.03,-0.38,-0.23,0.15,0.24,0.37,0.76,0.45,0.49,0.75,-0.14,-0.64,-0.18,-0.12,0.21,0.15,0.68,-0.4,0.89,0.15
TSPAN2,0.7,0.64,-0.1,0.55,-0.73,-0.9,1.67,0,0,0,-1.23,1.19,-0.61,0.56,0.91,-0.73,0,-1.67,-1.1,0,-0.02,-0.01,0,0.64,0.35,0.89,0.51,-0.1
SERTAD4,1.02,0.56,-0.67,1.31,-0.44,0.49,0.22,-1.19,0.72,0.26,-2.48,-0.88,0.7,-0.47,-0.49,-0.54,0.14,-1.42,0.35,-1.01,0.36,0,0.35,-0.67,0.81,-0.2,0.58,1.09
H6PD,-1.21,0.42,0.73,-0.09,0.07,-0.17,-0.38,-0.57,0,-0.23,-0.01,0.01,-0.49,0.6,0.66,0.86,0,0.01,0.14,0,-0.18,0,0.2,0.67,0.67,-0.45,0.7,0.1
SCD,0.15,2.99,1.48,-1.96,-0.73,-1.04,0.22,0,0,2.89,0.97,-1.08,-1.16,-0.38,1.53,1.26,0.13,0.77,-1.57,1.99,0.81,0.55,-0.14,-0.13,-1.91,-0.91,0.72,-1.12
UBE2CBP,0.02,-0.31,0.54,-0.49,-0.36,0.01,0.27,-0.22,0.56,-0.55,0.36,0.19,-0.27,-0.38,-0.16,-0.31,-0.9,-0.2,-0.72,0,0.56,-0.2,-0.59,-0.33,0.09,0.06,-0.18,0.04
MUC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUDT16P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKACB,2.06,2.99,0.16,-1.83,0.38,-0.15,0.81,-1,0.14,-0.36,0.53,0.31,3.25,1.65,1.54,0.03,1.3,-2.44,-0.56,0.6,1.36,-0.15,-0.42,1.94,-1.1,0.78,-0.79,-0.61
EDEM2,-0.15,0.47,-0.47,-0.1,0.31,0.29,-0.69,-0.45,0.16,-0.3,1.07,0.16,-0.17,0.45,-0.08,-0.22,0.59,-0.01,0.73,-0.27,0.62,0.06,-0.22,0.1,-0.18,-0.41,0.63,-0.68
LOC100653245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABP3,0.92,0.95,-1.09,-0.45,0.84,-1.05,-0.1,-1.19,0.91,0,-0.31,-0.09,0.32,0.08,2.08,-0.16,-0.29,0.28,-0.29,1.85,1.25,0.05,1.06,0.33,-1.09,-0.87,1.16,0.58
EPM2AIP1,0.18,-0.37,0.63,0.98,0.33,1.05,0.92,0.85,-0.52,0.83,0.69,0.67,0.66,-0.15,-0.06,-0.64,-0.41,-0.02,-0.65,-1.14,-0.57,-0.19,-0.26,-0.14,0.61,0.82,-1.43,1
KLHDC8A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTSL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALKBH2,-0.33,0.3,-0.5,0.76,-0.04,-0.14,-0.01,-0.22,-0.43,-0.22,0.25,0.13,-0.05,-0.35,-0.23,0.23,-0.18,0.78,0.58,-0.16,-0.92,0.05,0.06,-0.06,0.02,-0.51,0.03,-0.46
STAM2,-0.16,-0.19,-0.18,0.83,0.11,-0.04,0.15,-0.49,0.48,0,-0.1,0.33,0,-0.4,-0.3,-0.19,0,-0.31,-0.41,0.78,0.14,-0.06,0.15,-0.03,0.45,0.04,0.12,-0.07
UCN,-0.41,-0.41,0.11,0.02,0.23,0.54,-0.38,-0.08,0.17,0.1,-0.3,-0.12,0.17,-0.33,0.11,-0.6,0.14,-0.03,0.9,0.69,-0.42,-0.4,-0.28,0.17,-0.78,-0.09,-0.09,0.36
TMEM164,-0.03,-0.16,0.17,0,-0.05,0.16,-0.04,-0.03,-0.32,0,0.08,-0.18,0.02,0.12,0.13,-0.11,-0.05,0.31,0.14,0.07,-0.33,0.13,-0.01,-0.27,-0.18,0.06,-0.05,0.19
PHIP,-0.63,0.23,-0.11,-0.1,-0.33,-0.1,0.59,1.19,-0.04,0.15,-0.46,0.07,0.19,-0.39,-0.53,-0.5,-0.63,-0.21,0,0.42,0.75,-0.2,0.26,0.02,0.39,0.72,-0.33,0.16
MUC3,1.21,0.39,-0.27,0,-0.08,0.37,-0.22,-0.12,0.7,0.05,-0.9,0.43,-0.48,-0.56,-0.74,-0.81,0,-0.79,0.94,1.55,-0.45,-0.04,-0.57,0.01,-0.82,-0.28,-0.4,-0.08
IL1R2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFXN5,-0.42,-1.58,-0.08,-1.18,-0.07,0.03,-0.52,0.43,0.11,-0.34,0.65,-0.01,-0.41,-0.1,0.15,0.79,-1.47,2.44,-1.5,-0.66,-0.3,0.23,0.23,0.21,1.21,-0.04,1.17,0.01
DFNB59,-0.01,0.35,0.36,0,-0.4,-0.58,1.31,0.03,0.54,0.29,-0.52,0.69,0.41,0,0.4,-0.54,0,0.8,-0.54,0.37,-0.24,0,-0.23,-0.01,0.42,0.81,-0.26,0.79
RPL10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACAP1,-0.3,-0.46,0.41,0.01,0.12,-0.32,0.95,-1.01,0.18,0.41,-0.07,0.35,0.24,-0.23,0.26,0.29,0.61,0.98,1.12,-0.23,-1.08,0.4,0.12,-0.06,0.35,0.52,-0.15,0.9
YSK4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF41,-0.2,0.37,0.23,0.12,-0.31,1.13,-0.04,0.17,0.27,-0.02,-0.22,0.03,0.28,-0.02,-0.14,0.2,-0.5,0.02,0.8,-0.25,0.05,0.37,0.13,-0.15,0.6,-0.17,0.08,0
PPP1R2,0.34,-0.12,-1.05,-1.25,-0.29,-0.74,-0.53,-0.76,-0.01,0.4,-0.61,-0.52,-0.43,0.12,0.27,0.18,0.78,0.58,0.2,0.82,0.61,-0.18,0.24,-0.3,-0.85,-0.45,-0.28,-0.73
PDCD6IP,0.45,1.05,-0.25,1.83,-0.07,0.87,-0.38,-0.01,0,0.35,-1.08,-0.01,0.43,-0.21,-0.26,-0.42,0.13,0.79,-1.15,0.64,0.44,-0.84,-0.08,0,0.57,-0.35,0.4,0.2
P2RY13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100288846,0,1.07,-0.01,1.03,-0.29,-0.18,0,0,0,0.6,-0.36,0.53,-0.35,-1.01,-1.4,-0.48,0.58,0.79,1.02,0,-0.15,-0.43,0.66,0.1,0.41,-1.52,-0.01,-0.7
CHL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100132147,-0.18,-0.12,-0.47,-0.3,0.04,0.01,-0.48,0.2,0,0,-0.41,-0.15,-0.49,-0.42,0,-0.53,0.28,0,0.64,0.67,-0.66,0.07,-0.08,-0.01,0,-0.12,-0.08,0
RPN1,-0.12,0.93,-0.76,0.45,0.26,0.4,-0.36,-0.2,-0.05,-0.34,-0.22,-0.29,-0.16,0.25,0.32,-0.01,0.74,0.09,0.05,-0.11,1.24,-0.19,-0.04,0.23,-0.26,-0.74,0.11,-0.74
C3orf62,-0.03,0.45,-0.44,0.5,-0.22,0,-0.48,-0.94,-0.2,-0.12,-0.85,0.15,0.16,0.69,0.41,-0.29,0.05,0.11,-0.47,0,0.07,-0.33,0.03,0.27,-0.47,-0.23,0.35,0.15
PF4V1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC439911,-0.13,-0.53,-0.18,0.24,-0.65,0.18,-0.25,-0.32,-0.18,-0.59,0.12,-0.01,0.29,-0.68,-1.83,-0.58,-0.46,1.2,0.35,0.23,-0.12,-0.04,0.48,-0.4,0.46,-0.06,0.07,-0.23
BMPR1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF115,-0.13,-0.15,-0.23,0.25,-0.25,-0.57,0.09,0,0,0,0.24,-0.13,0.94,0.12,-0.05,0.22,0,0,-0.18,0.04,-0.48,-0.37,0,-0.06,0,0,-0.03,0
CPPED1,-0.28,1.25,0.07,0.62,0.53,0.27,-0.21,0.26,0.17,0.02,-0.19,0.46,-1.3,0.36,0.6,-0.83,-0.19,-1.99,-0.05,0.12,1.64,0.41,0,0.15,0.1,0.1,0.28,-0.16
AGXT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLJ22763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGCS1,-0.29,0.72,-0.15,0.43,-0.12,0.58,-0.53,-0.3,0.17,-0.52,0.11,0,0.17,-0.47,0,-0.01,1.49,-0.52,-0.24,1.4,1.28,-0.56,0.59,-0.12,0.25,-0.18,-0.32,-0.03
ERAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA0141,-0.3,0.18,0.21,-0.17,0.44,-0.9,0.21,0.18,0.33,-0.1,0.23,-0.13,0,0.22,0.29,0.09,-0.69,0,0.83,-0.83,-0.44,0.05,0.88,-0.1,0.28,0.34,-0.16,0.12
NHP2,0.16,-0.2,-0.56,0.32,0.03,0.82,-0.58,-0.17,-0.39,-0.11,0.2,-0.07,-0.52,-0.67,-0.69,-0.44,0.47,0.32,1.04,-0.15,-0.35,-0.25,1.07,-0.13,0,-0.39,0.48,-0.49
LINC00473,-0.42,1.53,-0.11,0,-1.17,0,1.12,0.49,0,-0.47,-0.03,0.23,-0.41,-0.59,0.2,0.27,-0.12,-0.57,-0.45,0.1,0.4,0.62,0,-0.08,0.13,0.93,0.01,0.11
FAM168B,-0.78,0.55,0.99,0.18,-0.46,-0.32,0.17,-0.07,-0.19,-0.17,0.37,-0.12,0.43,0.23,0.58,0.79,0.57,0.47,0.24,-1.02,0.01,0.04,-0.14,0.38,0.28,0.2,0.21,0.01
CCDC84,-0.1,-0.23,0.98,0.5,0.04,-0.41,1.06,0.61,-0.45,0.25,-0.15,0.32,1.06,0.68,-0.03,-0.04,0,0.08,-1.11,-0.85,1.12,0.18,-0.27,-0.11,1.04,0.9,-0.47,1.29
T,-0.07,0.04,-0.58,-0.29,0.64,0.05,-0.09,-0.4,0.71,0.52,-0.23,0.17,-0.15,0.34,-0.17,0,0.47,-0.24,-0.31,-0.24,-0.16,0,0.41,-0.18,-0.46,-0.38,0.39,0
STK17B,-0.48,-0.41,-0.61,-0.54,0.67,-1.5,0.67,-0.37,0.41,-0.58,0,-0.03,-0.28,0.96,-0.05,-0.01,-0.98,-1.96,-0.53,0,0.57,0,0.04,-0.01,0.1,0.2,0.49,0.79
C1orf110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC550643,-0.72,-0.05,-0.82,1.45,-0.46,2.12,-0.65,1.79,1.16,-0.88,-0.89,0.18,0.41,-1.11,-0.93,0.21,1.29,0.03,0.96,0,-0.81,-0.15,-0.59,0.21,-0.01,-0.67,-0.1,0.43
STK38,0.5,0.16,0.36,0.09,0.17,0,0.25,-0.34,-0.65,-0.35,0.19,0,-0.07,0.89,0.77,0.11,-0.51,-0.48,-1.28,-0.17,0.34,0.08,-0.5,-0.09,0,0,-0.23,0.44
C1orf122,-0.21,1.7,-0.35,0.91,0.04,1.24,0.53,-0.57,0.11,-0.04,-0.57,0.29,-0.23,-0.27,0.1,-0.39,0.28,-0.11,0.29,0.26,0.46,0.4,0.4,0.14,0.76,-0.3,0.14,0.11
QRSL1,0,0.44,-0.43,0.25,0.21,0.01,0.29,0.16,0,-0.31,-0.27,0.31,0.01,-0.44,-0.21,-0.59,0.53,-0.55,-0.18,0,0.25,0,-0.15,-0.16,0.76,-0.24,0.15,0.29
SERINC5,1.01,0.18,-0.68,-0.93,0.26,0.43,0,-0.79,-1.1,-0.02,0.51,-0.93,0.23,0.57,0.68,0.09,0.56,-0.48,0.31,-0.31,1.44,0.2,0.67,-0.35,-1.07,0.69,-0.15,-1.02
DNAJB6,0.18,0.6,-0.57,0,0.06,0.41,-0.36,0.48,0.52,-0.33,-0.44,0.33,0.15,-0.29,-0.37,0.34,-0.7,-0.9,0.17,0.07,0,-0.34,-0.07,0.15,0.41,-0.34,0.34,0.07
RPS26,0.08,-0.94,-1.06,-0.87,0.84,0,0,0.46,0.38,-0.89,-0.95,0.48,-0.06,0.16,-1.21,0.42,0.33,-0.02,-0.91,0.16,0.08,0,0.93,-1.1,0,1.07,0.08,0.31
CD59,-0.57,1.52,0.81,1.35,0.52,-0.67,1.15,0.01,-0.1,0.24,0.35,-0.07,0,-0.11,0.4,0.46,-0.29,0.15,0.61,0.23,1.31,0.41,-0.51,1.18,0.01,1.35,0.34,0.7
AP1S1,0.03,0.67,0,0.65,-0.01,0.37,-1.04,-0.49,-0.63,-0.22,0,0.06,0.4,0,-0.31,-0.24,0.22,-0.63,0.58,-0.08,-0.38,0,0.26,-0.32,0,-0.75,0.26,-0.77
STX6,0.1,0.4,-0.44,0.81,-0.51,-0.22,-0.57,0,0.31,-0.38,-0.41,-0.05,0.62,-0.02,-0.31,0.48,0.11,0,-0.47,0.23,0,-0.22,0.24,-0.06,-0.12,-0.19,0.17,0.02
ZMAT3,0.58,-0.4,-0.41,-0.01,0.6,-1.33,-0.25,-0.61,0.55,-0.43,-0.74,1.05,-0.01,0.14,1.29,-0.26,0.01,-1.1,-1.15,1.19,0.79,0.72,0.72,0.23,-0.42,0.59,0.14,1.49
LOC100506247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100505806,-0.09,-0.66,-0.14,0,0.36,-1.36,1.08,-0.12,1.53,0.4,0.98,1.03,-0.26,0.13,1.31,-0.56,-1.91,-0.85,1.71,0.66,0,0.72,0.34,-0.33,0.46,0.73,0,1.05
LOC100505806,0.41,-0.07,-0.34,-0.58,0.23,-0.83,1.34,-0.47,2.23,0.23,0.88,0.77,-0.46,0.04,1.88,-0.4,-1.23,-0.57,1.62,0,-1.19,0.36,0.2,-0.24,1.16,1.19,-0.43,0.61
NAA38,0.27,-0.37,-0.41,-0.18,0.03,-0.5,0.07,-0.37,0.57,-0.25,0.09,0,0,-0.08,-0.03,0.24,-1.33,-1.23,-0.39,0.19,-0.26,0.03,0.13,-0.1,-0.12,0.21,-0.16,-0.08
AP3M2,0.28,-0.29,-0.06,-0.18,0.15,1.27,0.1,0.35,-0.65,0.39,0.18,0.28,0.6,-0.41,-0.2,0.27,-1.48,0.54,0.92,-0.44,-0.17,-0.18,0.27,-0.1,-0.25,0.17,-0.21,-0.01
ZBTB10,0.89,-1.08,-0.5,-0.78,-0.37,0.9,0.22,1.13,-1.04,-0.09,-0.36,-0.24,0,-0.53,0.24,0.59,2.12,0.26,1.42,1.33,0.71,0.43,-0.7,-0.59,-0.73,-0.1,-0.73,-0.4
